Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Current_Age,Price_Per_KM
1243,Mahindra Xylo D4,Chennai,2016,85000,Diesel,Manual,First,14.0,2489.0,93.0,7.0,11.0,6.15,8,0.00012941176470588234
1247,Maruti Swift VDI,Kochi,2017,34613,Diesel,Manual,First,28.0,1248.0,74.0,5.0,7.0,6.24,7,0.00020223615404616762
1256,Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,Petrol,Manual,First,20.0,1197.0,81.0,5.0,7.0,5.5,10,0.00012962962962962963
1270,Honda City i-VTEC CVT VX,Kochi,2018,22974,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,15.0,11.97,6,0.0006529119874640898
1272,Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,65012,Diesel,Manual,First,14.0,2755.0,174.0,7.0,32.0,18.9,9,0.0004922168215098751
1274,Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,Petrol,Manual,First,15.0,1196.0,73.0,7.0,4.0,2.95,9,4.424142545872828e-05
1301,Maruti Swift LDI,Mumbai,2015,14000,Diesel,Manual,First,28.0,1248.0,74.0,5.0,7.0,5.25,9,0.0005
1303,BMW 5 Series 520d Luxury Line,Coimbatore,2012,44450,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,71.0,24.68,12,0.0015973003374578178
1305,BMW X1 M Sport sDrive 20d,Mumbai,2016,31000,Diesel,Automatic,First,17.0,1995.0,190.0,5.0,50.0,29.5,8,0.0016129032258064516
1313,Hyundai Verna CRDi 1.4 E,Chennai,2008,121097,Diesel,Manual,Second,24.0,1396.0,88.0,5.0,10.0,1.9,16,8.257842886281246e-05
1317,Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,86000,Diesel,Manual,Second,19.0,1248.0,75.0,5.0,9.0,2.5,11,0.00010465116279069767
1320,BMW 3 Series 320d Luxury Line,Kochi,2013,37613,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,52.0,13.95,11,0.0013825007311301944
1324,Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,Petrol,Manual,First,20.0,1197.0,81.0,5.0,6.0,6.06,5,0.0003558296761949947
1336,Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,Diesel,Automatic,First,14.0,2967.0,245.0,7.0,1.0,67.0,8,4.999500049995001e-05
1362,Maruti Alto K10 VXI,Kolkata,2018,2100,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.6,6,0.0019047619047619048
1363,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,Petrol,Automatic,First,18.0,1197.0,81.0,5.0,8.0,7.55,6,0.0003870905307978904
1368,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,6.17,5,0.0003251503820516989
1369,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,96578,Diesel,Manual,First,22.0,1582.0,126.0,5.0,14.0,2.5,16,0.00014496055002174407
1381,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,Diesel,Automatic,First,19.0,1461.0,108.0,5.0,15.0,11.5,8,0.0003333333333333333
1393,Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,Petrol,Automatic,First,18.0,1197.0,81.0,5.0,7.0,6.2,6,0.0023333333333333335
1407,Toyota Innova Crysta 2.8 ZX AT,Kolkata,2016,66618,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,24.0,15.49,8,0.00036026299198414844
1412,Tata Zest Revotron 1.2T XM,Mumbai,2016,43706,Petrol,Manual,First,17.0,1193.0,88.0,5.0,7.0,4.0,8,0.00016016107628243263
1427,Toyota Innova Crysta 2.4 VX MT,Kochi,2018,8899,Diesel,Manual,First,13.0,2393.0,147.0,7.0,22.0,19.92,6,0.002472187886279357
1437,Ford EcoSport 1.5 Petrol Titanium,Pune,2018,17000,Petrol,Manual,First,17.0,1497.0,121.0,5.0,11.0,9.2,6,0.0006470588235294118
1443,Maruti Alto K10 VXI,Hyderabad,2016,10000,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.5,8,0.0004
1455,Toyota Corolla Altis 1.8 G,Mumbai,2010,93000,Petrol,Manual,First,14.0,1798.0,138.0,5.0,19.0,4.5,14,0.00020430107526881721
1472,Hyundai Elantra 2.0 SX Option AT,Delhi,2017,9500,Petrol,Automatic,First,14.0,1999.0,149.0,5.0,21.0,16.35,7,0.0022105263157894735
1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,Diesel,Automatic,First,17.0,1582.0,126.0,5.0,18.0,12.5,8,0.00032727272727272726
1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,Diesel,Manual,First,21.0,1498.0,108.0,5.0,9.0,5.8,8,0.00015491866769945777
1495,Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,Petrol,Manual,First,17.0,1193.0,88.0,5.0,8.0,5.0,9,0.0010745466756212224
1497,Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,28321,Petrol,Automatic,First,14.0,1798.0,138.0,5.0,23.0,17.49,6,0.0008121182161646835
1505,Land Rover Range Rover Sport SE,Kochi,2019,26013,Diesel,Automatic,First,12.0,2993.0,255.0,5.0,1.0,97.07,5,3.844231730288702e-05
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,Diesel,Automatic,First,28.0,1248.0,73.0,5.0,11.0,9.15,7,0.0003897116134060795
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,Diesel,Manual,First,23.0,1498.0,98.0,5.0,13.0,7.7,8,0.0004452054794520548
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,Diesel,Manual,First,20.0,1248.0,88.0,5.0,10.0,6.69,6,0.00026102845210127906
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,Diesel,Automatic,First,21.0,1498.0,108.0,5.0,15.0,10.5,7,0.0004792332268370607
1532,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,Diesel,Manual,First,13.0,2393.0,147.0,8.0,24.0,22.55,5,0.0021350413664264745
1542,Mahindra Thar CRDe,Jaipur,2016,19000,Diesel,Manual,First,16.0,2498.0,105.0,6.0,11.0,9.25,8,0.0005789473684210527
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,Diesel,Manual,First,26.0,1498.0,99.0,5.0,9.0,7.29,7,0.00029723570791637767
1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,Diesel,Automatic,First,20.0,1496.0,113.0,4.0,35.0,23.5,8,0.00175
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Diesel,Manual,Second,21.0,1461.0,65.0,5.0,9.0,3.1,9,0.0001
1558,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198.0,73.0,5.0,8.0,7.23,7,0.0003573183259636429
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.0,1999.0,148.0,7.0,66.0,41.5,7,0.00165
1574,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.0,1968.0,141.0,5.0,36.0,24.9,7,0.0007127301524450603
1583,Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,Diesel,Automatic,First,14.0,2967.0,245.0,7.0,91.0,72.94,5,0.013435700575815739
1589,Mahindra Bolero ZLX,Jaipur,2013,63000,Diesel,Manual,First,15.0,2523.0,62.0,7.0,11.0,5.5,11,0.0001746031746031746
1631,BMW X1 M Sport sDrive 20d,Kochi,2017,32838,Diesel,Automatic,First,17.0,1995.0,190.0,5.0,50.0,30.29,7,0.0015226262257141117
1652,Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,Diesel,Automatic,First,13.0,1999.0,177.0,5.0,53.0,38.0,7,0.01325
1663,Maruti Wagon R LXI,Delhi,2012,45631,Petrol,Manual,Second,22.0,998.0,67.0,5.0,4.0,2.74,12,8.76597050250926e-05
1677,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,4.9,7,0.0004898758981058132
1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.22,13,8.226390259953932e-05
1689,BMW 5 Series 520d Luxury Line,Kochi,2018,32586,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,67.0,37.3,6,0.002056097710673295
1690,Mercedes-Benz GLE 350d,Coimbatore,2018,40129,Diesel,Automatic,First,11.0,2987.0,254.0,5.0,95.0,70.8,6,0.0023673652470781728
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,6.03,6,0.000577311652073511
1704,Honda Amaze V CVT Petrol,Pune,2018,1700,Petrol,Automatic,First,19.0,1199.0,88.0,5.0,9.0,7.8,6,0.005294117647058823
1708,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,Diesel,Automatic,First,15.0,1968.0,181.0,5.0,48.0,28.03,8,0.0008182608547416512
1717,Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,First,14.0,2489.0,93.0,7.0,11.0,5.0,9,6.50887573964497e-05
1725,Maruti Ciaz Zeta,Mumbai,2017,5500,Petrol,Manual,First,21.0,1462.0,103.0,5.0,11.0,8.2,7,0.002
1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,Petrol,Manual,First,22.0,998.0,67.0,5.0,4.0,2.75,14,0.00019045805161413198
1747,Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,Petrol,Manual,First,15.0,1196.0,73.0,7.0,4.0,4.74,7,0.00014098903810228755
1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,Petrol,Manual,First,21.0,999.0,67.0,5.0,4.0,4.25,7,0.0002666666666666667
1773,Honda WRV i-VTEC VX,Kochi,2018,15135,Petrol,Manual,First,17.0,1199.0,88.0,5.0,10.0,9.29,6,0.0006607201850016518
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,Petrol,Automatic,First,22.0,998.0,67.0,5.0,6.0,5.23,7,0.0001585958976527807
1784,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,Petrol,Manual,First,18.0,1197.0,81.0,5.0,8.0,6.01,8,0.00018586928742361935
1793,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,5.0,7,0.00019240636223704464
1794,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,Diesel,Automatic,First,28.0,1248.0,73.0,5.0,11.0,9.0,7,0.0002634919874481999
1797,Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,Petrol,Manual,First,18.0,1197.0,78.0,5.0,7.0,7.27,5,0.0003352972170330986
1798,Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,22.0,1197.0,81.0,5.0,7.0,5.1,8,0.00029717682020802375
1803,Volkswagen Polo GT TSI,Mumbai,2016,28000,Petrol,Automatic,First,17.0,1197.0,103.0,5.0,11.0,7.25,8,0.0003928571428571429
1805,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,7.0,5.25,7,0.000175
1823,Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,Diesel,Automatic,First,18.0,1582.0,126.0,5.0,22.0,8.9,10,0.0004489795918367347
1824,Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,Diesel,Manual,First,17.0,1956.0,170.0,5.0,24.0,17.45,7,0.0034285714285714284
1826,Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,Petrol,Manual,First,14.0,1798.0,138.0,5.0,21.0,6.22,12,0.0002524523946912868
1830,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.0,2987.0,254.0,5.0,95.0,64.87,7,0.0028314258464473057
1841,Mercedes-Benz A Class A180 Sport,Mumbai,2016,17000,Petrol,Automatic,First,15.0,1595.0,122.0,5.0,34.0,17.25,8,0.002
1842,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,5.53,6,0.00012905168519992258
1855,BMW 3 Series 320d,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.0,1995.0,190.0,5.0,43.0,10.9,13,0.00043
1872,Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.0,1196.0,73.0,7.0,4.0,2.9,10,0.00011537684963512071
1877,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,10601,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,20.0,19.65,5,0.0018866144703329874
1885,Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,1.0,79.0,6,0.00016666666666666666
1886,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,5.75,6,0.0006359974560101759
1896,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,Petrol,Manual,First,17.0,1198.0,73.0,5.0,8.0,7.27,6,0.00022491495403300626
1902,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,Diesel,Automatic,First,12.0,2755.0,174.0,7.0,34.0,30.0,7,0.002266666666666667
1920,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.0,1248.0,73.0,5.0,8.0,5.75,8,0.0001763046544428773
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23.0,1498.0,98.0,5.0,12.0,8.09,7,0.0001528156279448845
1926,BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Diesel,Automatic,Second,20.0,1995.0,190.0,5.0,48.0,22.24,9,0.0011356914704838518
1932,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,23.0,1498.0,98.0,5.0,11.0,8.99,7,0.0004230769230769231
1934,Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.0,1248.0,73.0,5.0,10.0,8.2,7,0.0004166666666666667
1955,Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Petrol,Manual,Second,17.0,1591.0,121.0,5.0,13.0,5.25,11,0.00022617349246668292
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,9.3,8,0.00026588030552064196
1963,Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,41.0,23.5,7,0.0011714285714285715
1990,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.0,1248.0,73.0,5.0,8.0,4.25,12,0.00010810810810810811
1991,Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,17.0,1956.0,170.0,5.0,21.0,17.02,6,0.0007257144831876145
1994,Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,Diesel,Manual,First,21.0,1364.0,86.0,5.0,19.0,7.12,11,0.0002975537945939174
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,Diesel,Automatic,First,24.0,1248.0,88.0,5.0,12.0,11.25,6,0.004
1998,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Petrol,Manual,First,20.0,1197.0,81.0,5.0,8.0,3.67,10,0.00012453106271695646
2003,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,20.0,1995.0,190.0,5.0,48.0,28.5,8,0.0017055750986035604
2008,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,67000,Diesel,Manual,First,13.0,2393.0,147.0,7.0,22.0,16.5,7,0.0003283582089552239
2013,Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,Petrol,Automatic,First,18.0,1197.0,81.0,5.0,7.0,6.76,6,0.001307433694434068
2014,Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Petrol,Manual,Second,18.0,999.0,75.0,5.0,7.0,5.5,8,0.00016666666666666666
2025,Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,Petrol,Manual,First,15.0,1196.0,73.0,7.0,4.0,3.75,11,7.287965746560991e-05
2030,Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,25121,Diesel,Manual,First,13.0,2393.0,147.0,7.0,23.0,17.11,8,0.0009155686477449146
2041,Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,15.0,2523.0,62.0,7.0,10.0,4.3,12,0.00013333333333333334
2054,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,First,20.0,1197.0,81.0,5.0,7.0,6.36,7,0.007
2056,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,Second,16.0,2993.0,261.0,5.0,1.0,43.6,9,3.337115397450444e-05
2061,Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,First,17.0,1956.0,170.0,5.0,22.0,19.05,6,0.0006622915286892649
2073,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,First,20.0,1496.0,113.0,5.0,42.0,34.0,7,0.021
2075,Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,Petrol,Manual,First,17.0,1193.0,88.0,5.0,7.0,4.0,9,0.000175
2079,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,First,26.0,1498.0,99.0,5.0,9.0,8.41,9,0.0032142857142857142
2086,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,First,18.0,1197.0,81.0,5.0,8.0,5.89,8,0.00021373801063346602
2088,Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,First,17.0,1497.0,117.0,5.0,11.0,4.0,13,0.00016410317614238187
2090,Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,23.0,998.0,67.0,5.0,6.0,3.94,8,0.00012580990123922753
2094,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.0,1248.0,73.0,5.0,8.0,5.25,9,0.0002837583797396517
2095,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,19.0,2996.0,362.0,2.0,1.0,83.96,5,0.000395882818685669
2097,Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,16.0,1950.0,194.0,5.0,71.0,21.0,11,0.0008352941176470589
2098,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,4.3,9,0.00028873917228103947
2111,Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,17.0,2143.0,201.0,5.0,78.0,56.73,7,0.003046755986094293
2119,Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,First,19.0,1194.0,94.0,5.0,8.0,6.0,17,0.006344171292624901
2120,Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,18.0,1197.0,81.0,5.0,9.0,7.53,7,0.00015138772077375945
2127,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.0,1197.0,83.0,5.0,7.0,5.8,8,0.0005567485882446513
2134,Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,Diesel,Automatic,First,12.0,2755.0,174.0,7.0,38.0,31.0,7,0.001310344827586207
2138,Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,First,25.0,1248.0,88.0,7.0,11.0,4.85,11,0.00016176470588235295
2151,Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,28.0,1248.0,74.0,5.0,8.0,5.65,11,9.523809523809524e-05
2157,Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,First,15.0,1591.0,121.0,5.0,16.0,11.0,8,0.0006571651538177188
2160,Honda City i-VTEC CVT VX,Mumbai,2017,17000,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,15.0,11.6,7,0.0008823529411764706
2166,Honda Brio 1.2 VX MT,Kochi,2014,41460,Petrol,Manual,First,18.0,1198.0,86.0,5.0,6.0,3.95,10,0.0001447178002894356
2178,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,1.0,41.6,7,2.857142857142857e-05
2182,Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,Diesel,Manual,First,14.0,2755.0,174.0,7.0,39.0,23.0,9,0.0002593326506456718
2185,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,24.0,1248.0,88.0,5.0,10.0,8.0,7,0.000125
2187,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,First,12.0,1999.0,152.0,5.0,25.0,17.75,8,0.0019230769230769232
2195,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,3.6,8,0.0002948808681292758
2200,Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,Second,22.0,998.0,67.0,5.0,5.0,1.75,14,0.00013157894736842105
2220,Honda Brio 1.2 VX AT,Mumbai,2017,20000,Petrol,Automatic,First,16.0,1198.0,86.0,5.0,8.0,5.99,7,0.0004
2224,Toyota Etios Cross 1.4L GD,Kochi,2016,36681,Diesel,Manual,First,23.0,1364.0,67.0,5.0,8.0,6.71,8,0.0002180965622529375
2229,Honda City i-VTEC CVT ZX,Coimbatore,2018,20300,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,17.0,14.21,6,0.0008374384236453202
2231,Maruti Celerio ZXI MT,Kochi,2017,21799,Petrol,Manual,First,23.0,998.0,67.0,5.0,5.0,5.11,7,0.00022936831964769026
2233,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,26.0,22.99,7,0.0007353357090333164
2239,Tata Tiago 1.2 Revotron XT,Jaipur,2016,42700,Petrol,Manual,First,23.0,1199.0,84.0,5.0,5.0,3.6,8,0.000117096018735363
2242,Toyota Fortuner 2.8 4WD MT,Hyderabad,2010,110000,Diesel,Manual,First,14.0,2755.0,174.0,7.0,37.0,13.7,14,0.0003363636363636364
2245,Maruti Wagon R VXI 1.2,Mumbai,2015,55000,Petrol,Manual,First,21.0,1197.0,81.0,5.0,5.0,3.1,9,9.09090909090909e-05
2251,Honda City i-DTEC ZX,Hyderabad,2017,46000,Diesel,Manual,First,25.0,1498.0,98.0,5.0,16.0,12.9,7,0.00034782608695652176
2260,BMW 5 Series 520d Luxury Line,Ahmedabad,2012,95000,Diesel,Automatic,Second,22.0,1995.0,190.0,5.0,63.0,17.5,12,0.0006631578947368421
2275,Ford EcoSport 1.5 Diesel Titanium,Delhi,2017,39000,Diesel,Manual,First,23.0,1498.0,98.0,5.0,11.0,8.45,7,0.00028205128205128203
2277,Toyota Fortuner 2.8 4WD MT,Mumbai,2010,140000,Diesel,Manual,First,14.0,2755.0,174.0,7.0,37.0,10.75,14,0.0002642857142857143
2290,Maruti Swift VDI,Kochi,2016,62192,Diesel,Manual,First,28.0,1248.0,74.0,5.0,7.0,5.22,8,0.0001125546694108567
2292,Maruti Ciaz Alpha,Kochi,2018,38394,Petrol,Manual,First,21.0,1462.0,103.0,5.0,11.0,9.18,6,0.00028650309944262126
2309,Hyundai Elantra 2.0 SX Option AT,Delhi,2016,28000,Petrol,Automatic,First,14.0,1999.0,149.0,5.0,21.0,13.9,8,0.00075
2313,Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,47000,Diesel,Manual,First,20.0,1498.0,108.0,5.0,11.0,3.25,13,0.00023404255319148937
2319,Mercedes-Benz E-Class E 350 d,Coimbatore,2019,9312,Diesel,Automatic,First,18.0,2987.0,258.0,5.0,92.0,78.8,5,0.009879725085910653
2326,Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,Petrol,Automatic,First,14.0,1999.0,149.0,5.0,23.0,9.69,9,0.00039492436339909684
2333,Nissan Terrano XL D Option,Mumbai,2014,51000,Diesel,Manual,First,19.0,1461.0,83.0,5.0,15.0,5.65,10,0.0002941176470588235
2334,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,88008,Diesel,Automatic,Second,12.0,2755.0,174.0,7.0,34.0,22.5,8,0.00038632851558949186
2341,Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,41.0,28.9,6,0.0041
2364,Mini Cooper Convertible S,Chennai,2012,17000,Petrol,Automatic,Second,16.0,1998.0,189.0,4.0,44.0,22.0,12,0.0025882352941176473
2370,Mini Cooper 3 DOOR S,Mumbai,2013,21000,Petrol,Automatic,First,17.0,1998.0,189.0,4.0,39.0,21.5,11,0.0018571428571428571
2380,Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,32000,Petrol,Automatic,First,14.0,1598.0,103.0,5.0,13.0,8.11,7,0.00040625
2387,Maruti Ertiga VDI,Delhi,2017,65000,Diesel,Manual,First,25.0,1248.0,88.0,7.0,11.0,7.65,7,0.00016923076923076923
2397,Ford EcoSport 1.5 Petrol Trend,Kolkata,2016,21460,Petrol,Manual,First,17.0,1497.0,121.0,5.0,9.0,6.0,8,0.00041938490214352283
2400,Honda Jazz V CVT,Hyderabad,2015,33000,Petrol,Automatic,First,19.0,1199.0,88.0,5.0,10.0,7.25,9,0.00030303030303030303
2410,Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,9.0,7,0.00022763016306597136
2413,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,Diesel,Manual,First,24.0,1186.0,73.0,5.0,8.0,5.92,7,0.00038511529389110866
2414,Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,22000,Diesel,Manual,First,20.0,1498.0,88.0,5.0,9.0,6.29,8,0.0004090909090909091
2423,BMW 3 Series 320d,Mumbai,2013,25000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,47.0,17.99,11,0.00188
2428,Mahindra Xylo H4,Chennai,2015,82000,Diesel,Manual,Second,14.0,2179.0,118.0,7.0,11.0,4.85,9,0.00013414634146341464
2438,Maruti Dzire VDI,Hyderabad,2011,110000,Diesel,Manual,First,28.0,1248.0,73.0,5.0,9.0,4.0,13,8.181818181818182e-05
2443,Volkswagen Polo 1.5 TDI Highline,Delhi,2012,68038,Diesel,Manual,First,20.0,1498.0,88.0,5.0,9.0,3.6,12,0.00013227902054734118
2445,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,63.0,21.75,11,0.0011454545454545454
2446,Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,Diesel,Automatic,First,17.0,2143.0,170.0,5.0,64.0,45.0,7,0.00256
2447,Maruti Alto K10 VXI,Coimbatore,2011,46808,Petrol,Manual,Second,24.0,998.0,67.0,5.0,4.0,3.19,13,8.545547769612032e-05
2448,Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,65743,Petrol,Manual,First,20.0,1197.0,81.0,5.0,7.0,6.2,9,0.00010647521409123405
2454,Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,Petrol,Manual,First,15.0,1591.0,121.0,5.0,16.0,10.25,8,0.0005427960782983343
